"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 23 14:10:18 CST 2021","Fri Jul 23 14:10:19 CST 2021","562","testcase","test_openApi","TestOpenAPI","","","test_data_query_error[SJCX_035-{ ""data"":{""idcardno"":""110105200001029753"",""sex"":""男"",""birthday"":""2000-01-02""},
    ""nonce"": ""one3874"",
    ""timestamp"": 1941761698000,
    ""sign"": ""d564df170dcb929afe51752b221a1456fef2b4e043a850d4886eeafae4957338"",
    ""legerId"":null,
    ""chainId"":49,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 60
}-{
    ""code"": 901,
    ""msg"": ""参数错误"",
    ""data"": {
        ""legerId"": [
            ""账本ID不能为空""
        ]
    },
    ""path"": ""/rest/data/query"",
    ""timestamp"": 1626773309578,
    ""success"": false
}]",""
"passed","Fri Jul 23 14:10:41 CST 2021","Fri Jul 23 14:10:42 CST 2021","683","testcase","test_openApi","TestOpenAPI","","","test_data_check_error[SJHY_026-{ ""data"":{""idcardno"":""110105200001029753"",""sex"":""男"",""birthday"":""2000-01-02""},
    ""nonce"": ""one3874"",
    ""timestamp"": 1941761698000,
    ""sign"": ""73e01cd94017563ea4d334fe665e6910d628d359f65c44286bd97a6e79463595"",
    ""legerId"":48,
    ""chainId"":49,
    ""appId"": ""rRHm0G"",
    ""clusterId"":100000
}-{
    ""code"": 401,
    ""msg"": ""无权限访问"",
    ""path"": ""/rest/data/check"",
    ""timestamp"": 1626771227433,
    ""success"": false
}]",""
"passed","Fri Jul 23 14:09:34 CST 2021","Fri Jul 23 14:09:37 CST 2021","2863","testcase","test_openApi","TestOpenAPI","","","test_data_save_right[SJSL_004-{ ""data"":{""idcardno"":""110105200101023949"",""sex"":""女"",""birthday"":""2000-01-02""},
    ""nonce"": ""two3874"",
    ""timestamp"": 1941761698000,
    ""sign"": ""b6ebc47de4d36111a4da21cb700efcee2a84018e44bdf83b114297414ec55e55"",
    ""legerId"": 48,
    ""chainId"":50,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 61
}-{
    ""code"": 200,
    ""msg"": ""成功"",
    ""data"": {
        ""data"": ""8723bc7ba4060133551a54d9a513bfdbd9fb4429346aa51abe3efa1a7e99faa2""
    },
    ""timestamp"": 1626764950526,
    ""success"": true
}]",""
"failed","Fri Jul 23 14:09:40 CST 2021","Fri Jul 23 14:09:40 CST 2021","-27","testcase","test_openApi","TestOpenAPI","","","test_data_save_right[SJSL_007-{ ""data"":{""idcardno"":""110105200101023500"",""sex"":""女"",""birthday"":""2000-01-02"",""name"":""不理不理""},
    ""nonce"": ""one3874"",
    ""timestamp"": 1941761698000,
    ""sign"": ""7acae9464c29f290fd0929dd47c5aaf159280eb36582deedc79d9cebda5cbf78"",
    ""legerId"": 48,
    ""chainId"":49,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 60
}-{
    ""code"": 200,
    ""msg"": ""成功"",
    ""data"": {
        ""data"": ""b77897398b70f2ca9e76cecb569df8b4ee5aa9039a5b29b9c278a689c8218d55""
    },
    ""timestamp"": 1626765831650,
    ""success"": true
}]",""
"passed","Fri Jul 23 14:09:38 CST 2021","Fri Jul 23 14:09:40 CST 2021","2674","testcase","test_openApi","TestOpenAPI","","","test_data_save_right[SJSL_006-{ ""data"":{""ybcode"":""lisi001"",""sex"":""男"",""name"":""李四""},
    ""nonce"": ""two3874"",
    ""timestamp"": 1941761698000,
    ""sign"": ""59b27b58b6fd4633ae9155bb071db9e9b44d53d7b695b44c02a65e4bd3a7076e"",
    ""legerId"": 49,
    ""chainId"":53,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 61
}-{
    ""code"": 200,
    ""msg"": ""成功"",
    ""data"": {
        ""data"": ""612ab2e736964e25663ae2e3fd836340bfcaaa1b84fb368f6739e82473b3f801""
    },
    ""timestamp"": 1626765590444,
    ""success"": true
}]",""
"failed","Fri Jul 23 14:10:00 CST 2021","Fri Jul 23 14:10:00 CST 2021","-16","testcase","test_openApi","TestOpenAPI","","","test_data_query_right[SJCX_005-{ ""data"":{""ybcode"":""zhangsan001"",""sex"":""男"",""name"":""张三""},
    ""nonce"": ""two3874"",
    ""timestamp"": 1941761698000,
    ""sign"": ""4fd2fe34a2670aee7167b3e74a365cdb70310f60caf85ebbbb294e838885f4ce"",
    ""legerId"": 49,
    ""chainId"":52,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 61
}-{
    ""code"": 200,
    ""msg"": ""成功"",
    ""data"": {
        ""data"": {
            ""appId"": ""rRHm0G"",
            ""chainId"": 52,
            ""clusterId"": 61,
            ""details"": {
                ""name"": ""张三"",
                ""sex"": ""男"",
                ""ybcode"": ""zhangsan001""
            },
            ""legerId"": 49,
            ""orgId"": 3
        }
    },
    ""timestamp"": 1626765374400,
    ""success"": true
}]",""
"passed","Fri Jul 23 14:09:55 CST 2021","Fri Jul 23 14:09:55 CST 2021","456","testcase","test_openApi","TestOpenAPI","","","test_data_save_error[SJSL_037-{ ""data"":{""idcardno"":""110105200001029753"",""sex"":""男"",""birthday"":""2000-01-02""},
    ""nonce"": ""one3874"",
    ""timestamp"": 1941761698000,
    ""sign"": ""81d219894322ee42ba838a821af6fa6c03cee81f79a7cde5eec1ccb3df6b5414"",
    ""legerId"":48,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 60
}-{
    ""code"": 901,
    ""msg"": ""参数错误"",
    ""data"": {
        ""chainId"": [
            ""子链ID不能为空""
        ]
    },
    ""path"": ""/rest/data/save"",
    ""timestamp"": 1626773560571,
    ""success"": false
}]",""
"passed","Fri Jul 23 14:09:47 CST 2021","Fri Jul 23 14:09:47 CST 2021","430","testcase","test_openApi","TestOpenAPI","","","test_data_save_error[SJSL_020-{ ""data"":{""idcardno"":""110105200001029753"",""sex"":""男"",""birthday"":""2000-01-02""},
    ""nonce"": ""one3874"",
    ""timestamp"": 1941761698000,
    ""sign"": ""4ca34ab7b14ee55cb89b0e406f69a4b34f28a3ca84b22036d1f4aa8fb5d695ad"",
    ""legerId"":48,
    ""chainId"":54,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 60
}-{
    ""code"": 401,
    ""msg"": ""无权限访问"",
    ""path"": ""/rest/data/save"",
    ""timestamp"": 1626769994875,
    ""success"": false
}]",""
"passed","Fri Jul 23 14:10:34 CST 2021","Fri Jul 23 14:10:35 CST 2021","655","testcase","test_openApi","TestOpenAPI","","","test_data_check_error[SJHY_016-{ ""data"":{""idcardno"":""110105200101029566"",""sex"":""男"",""birthday"":""2000-01-02""},
    ""nonce"": ""one3874m"",
    ""timestamp"": 1941761698000,
    ""sign"": ""0dc10719475382eba093ac3a8dfcb95202f3c3691a0753c099491e10ec4f1e86"",
    ""legerId"": 48,
    ""chainId"":49,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 60
}-{
    ""code"": 901,
    ""msg"": ""参数错误"",
    ""data"": {
        ""nonce"": [
            ""length must be between 7 and 7""
        ]
    },
    ""path"": ""/rest/data/check"",
    ""timestamp"": 1626768940273,
    ""success"": false
}]",""
"passed","Fri Jul 23 14:10:17 CST 2021","Fri Jul 23 14:10:18 CST 2021","571","testcase","test_openApi","TestOpenAPI","","","test_data_query_error[SJCX_034-{ ""data"":{""idcardno"":""110105200001029753"",""sex"":""男"",""birthday"":""2000-01-02""},
    ""nonce"": ""one3874"",
    ""timestamp"": 1941761698000,
    ""legerId"":48,
    ""chainId"":49,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 60
}-{
    ""code"": 901,
    ""msg"": ""参数错误"",
    ""data"": {
        ""sign"": [
            ""数据签名不能为空""
        ]
    },
    ""path"": ""/rest/data/query"",
    ""timestamp"": 1626773182551,
    ""success"": false
}]",""
"passed","Fri Jul 23 14:09:52 CST 2021","Fri Jul 23 14:09:53 CST 2021","446","testcase","test_openApi","TestOpenAPI","","","test_data_save_error[SJSL_032-{ ""data"":{""idcardno"":""110105200001029753"",""sex"":""男"",""birthday"":""2000-01-02""},
    ""nonce"": ""one3874"",
    ""timestamp"": 1941761698000,
    ""sign"": """",
    ""legerId"":48,
    ""chainId"":49,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 60
}-{
    ""code"": 901,
    ""msg"": ""参数错误"",
    ""data"": {
        ""sign"": [
            ""数据签名不能为空""
        ]
    },
    ""path"": ""/rest/data/save"",
    ""timestamp"": 1626773105913,
    ""success"": false
}]",""
"passed","Fri Jul 23 14:09:52 CST 2021","Fri Jul 23 14:09:52 CST 2021","452","testcase","test_openApi","TestOpenAPI","","","test_data_save_error[SJSL_031-{ ""data"":{""idcardno"":""110105200001029753"",""sex"":""男"",""birthday"":""2000-01-02""},
    ""nonce"": ""one3874"",
    ""sign"": ""0cf64e7c6901a3a95886e7ca4a1886d639fe6d75f9634faac15e00da902a3a98"",
    ""legerId"":48,
    ""chainId"":49,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 60
}-{
    ""code"": 901,
    ""msg"": ""参数错误"",
    ""data"": {
        ""timestamp"": [
            ""发送时间戳不能为空""
        ]
    },
    ""path"": ""/rest/data/save"",
    ""timestamp"": 1626772871528,
    ""success"": false
}]",""
"passed","Fri Jul 23 14:10:52 CST 2021","Fri Jul 23 14:10:53 CST 2021","710","testcase","test_openApi","TestOpenAPI","","","test_data_check_error[SJHY_041-{ ""data"":{""idcardno"":""110105200001029753"",""sex"":""男"",""birthday"":""2000-01-02""},
    ""nonce"": ""one3874"",
    ""timestamp"": 1941761698000,
    ""sign"": ""fe70fd95f82256444d8c2c8ee5d815fe586057285efacb2038ef5f49d22e8a19"",
    ""legerId"":48,
    ""chainId"":49,
    ""appId"": ""rRHm0G"",
    ""clusterId"":""""
}-{
    ""code"": 901,
    ""msg"": ""参数错误"",
    ""data"": {
        ""clusterId"": [
            ""网络ID不能为空""
        ]
    },
    ""path"": ""/rest/data/check"",
    ""timestamp"": 1626773841145,
    ""success"": false
}]",""
"passed","Fri Jul 23 14:09:46 CST 2021","Fri Jul 23 14:09:47 CST 2021","410","testcase","test_openApi","TestOpenAPI","","","test_data_save_error[SJSL_019-{ ""data"":{""idcardno"":""110105200001029753"",""sex"":""男"",""birthday"":""2000-01-02""},
    ""nonce"": ""one3874"",
    ""timestamp"": 1941761698000,
    ""sign"": ""7ede925fb2b5fb1a075f6a208504c51449873254b2812cfdbd75c2090569d348"",
    ""legerId"":100000,
    ""chainId"":49,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 60
}-{
    ""code"": 401,
    ""msg"": ""无权限访问"",
    ""path"": ""/rest/data/save"",
    ""timestamp"": 1626769752164,
    ""success"": false
}]",""
"failed","Fri Jul 23 14:10:02 CST 2021","Fri Jul 23 14:10:02 CST 2021","-32","testcase","test_openApi","TestOpenAPI","","","test_data_query_right[SJCX_008-{ ""data"":{""idcardno"":""110105200001029753"",""sex"":""男""},
    ""nonce"": ""one3874"",
    ""timestamp"": 1941761698000,
    ""sign"": ""0ad6e37847bc8854c06ec7678844d1463b58f2a77cd5d5c102760138ea20b379"",
    ""legerId"": 48,
    ""chainId"":49,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 60
}-{
    ""code"": 200,
    ""msg"": ""成功"",
    ""data"": {
        ""data"": {
            ""appId"": ""rRHm0G"",
            ""clusterId"": 60,
            ""chainId"": 49,
            ""legerId"": 48,
            ""orgId"": 3,
            ""details"": {
                ""birthday"": ""2000-01-02"",
                ""idcardno"": ""110105200001029753"",
                ""sex"": ""男""
            }
        }
    },
    ""timestamp"": 1626767115151,
    ""success"": true
}]",""
"passed","Fri Jul 23 14:10:39 CST 2021","Fri Jul 23 14:10:39 CST 2021","682","testcase","test_openApi","TestOpenAPI","","","test_data_check_error[SJHY_022-{ ""data"":{""idcardno"":""110105200001029753"",""sex"":""男"",""birthday"":""2000-01-02""},
    ""nonce"": ""one3874"",
    ""timestamp"": 1941761698000,
    ""sign"": ""5fa6def7c614a76e481d97c39fc212ef0113ede892c303d809559615434898df"",
    ""legerId"":48,
    ""chainId"":100000,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 60
}-{
    ""code"": 401,
    ""msg"": ""无权限访问"",
    ""path"": ""/rest/data/check"",
    ""timestamp"": 1626770456140,
    ""success"": false
}]",""
"passed","Fri Jul 23 14:10:15 CST 2021","Fri Jul 23 14:10:16 CST 2021","553","testcase","test_openApi","TestOpenAPI","","","test_data_query_error[SJCX_030-{ ""data"":{""idcardno"":""110105200001029753"",""sex"":""男"",""birthday"":""2000-01-02""},
    ""timestamp"": 1941761698000,
    ""sign"": ""9b02bb0b8abcfe909c973d144f3c1a7dae50646ea35be59dd88f8f23d35b2519"",
    ""legerId"":48,
    ""chainId"":49,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 60
}-{
    ""code"": 901,
    ""msg"": ""参数错误"",
    ""data"": {
        ""nonce"": [
            ""7位随机数不能为空""
        ]
    },
    ""path"": ""/rest/data/query"",
    ""timestamp"": 1626772694464,
    ""success"": false
}]",""
"passed","Fri Jul 23 14:10:10 CST 2021","Fri Jul 23 14:10:11 CST 2021","540","testcase","test_openApi","TestOpenAPI","","","test_data_query_error[SJCX_022-{ ""data"":{""idcardno"":""110105200001029753"",""sex"":""男"",""birthday"":""2000-01-02""},
    ""nonce"": ""one3874"",
    ""timestamp"": 1941761698000,
    ""sign"": ""5fa6def7c614a76e481d97c39fc212ef0113ede892c303d809559615434898df"",
    ""legerId"":48,
    ""chainId"":100000,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 60
}-{
    ""code"": 401,
    ""msg"": ""无权限访问"",
    ""path"": ""/rest/data/query"",
    ""timestamp"": 1626770433807,
    ""success"": false
}]",""
"passed","Fri Jul 23 14:10:10 CST 2021","Fri Jul 23 14:10:10 CST 2021","561","testcase","test_openApi","TestOpenAPI","","","test_data_query_error[SJCX_021-{ ""data"":{""idcardno"":""110105200001029753"",""sex"":""男"",""birthday"":""2000-01-02""},
    ""nonce"": ""one3874"",
    ""timestamp"": 1941761698000,
    ""sign"": ""4ca34ab7b14ee55cb89b0e406f69a4b34f28a3ca84b22036d1f4aa8fb5d695ad"",
    ""legerId"":48,
    ""chainId"":54,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 60
}-{
    ""code"": 401,
    ""msg"": ""无权限访问"",
    ""path"": ""/rest/data/query"",
    ""timestamp"": 1626770016914,
    ""success"": false
}]",""
"passed","Fri Jul 23 14:09:59 CST 2021","Fri Jul 23 14:10:00 CST 2021","614","testcase","test_openApi","TestOpenAPI","","","test_data_query_right[SJCX_004-{ ""data"":{""idcardno"":""110105200101023949"",""sex"":""女"",""birthday"":""2000-01-02""},
    ""nonce"": ""two3874"",
    ""timestamp"": 1941761698000,
    ""sign"": ""b6ebc47de4d36111a4da21cb700efcee2a84018e44bdf83b114297414ec55e55"",
    ""legerId"": 48,
    ""chainId"":50,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 61
}-{
    ""code"": 200,
    ""msg"": ""成功"",
    ""data"": {
        ""data"": {
            ""appId"": ""rRHm0G"",
            ""chainId"": 50,
            ""clusterId"": 61,
            ""details"": {
                ""birthday"": ""2000-01-02"",
                ""idcardno"": ""110105200101023949"",
                ""sex"": ""女""
            },
            ""legerId"": 48,
            ""orgId"": 3
        }
    },
    ""timestamp"": 1626764979759,
    ""success"": true
}]",""
"passed","Fri Jul 23 14:09:41 CST 2021","Fri Jul 23 14:09:41 CST 2021","453","testcase","test_openApi","TestOpenAPI","","","test_data_save_error[SJSL_008-{ ""data"":{""idcardno"":""110105200101023500"",""sex"":""女"",""birthday"":""2000-01-02"",""name"":""不理不理""},
    ""nonce"": ""one3874"",
    ""timestamp"": 1941761698000,
    ""sign"": ""6f98cbaac1a2653f31c3b64f9afc392eba3e9b04b38d55df37b87408795aff99"",
    ""legerId"": 51,
    ""chainId"":54,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 60
}-{
    ""code"": 0,
    ""msg"": ""合约账本必须有唯一Key"",
    ""path"": ""/rest/data/save"",
    ""timestamp"": 1626766167518,
    ""success"": false
}]",""
"passed","Fri Jul 23 14:10:20 CST 2021","Fri Jul 23 14:10:20 CST 2021","586","testcase","test_openApi","TestOpenAPI","","","test_data_query_error[SJCX_038-{ ""data"":{""idcardno"":""110105200001029753"",""sex"":""男"",""birthday"":""2000-01-02""},
    ""nonce"": ""one3874"",
    ""timestamp"": 1941761698000,
    ""sign"": ""81d219894322ee42ba838a821af6fa6c03cee81f79a7cde5eec1ccb3df6b5414"",
    ""legerId"":48,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 60
}-{
    ""code"": 901,
    ""msg"": ""参数错误"",
    ""data"": {
        ""chainId"": [
            ""子链ID不能为空""
        ]
    },
    ""path"": ""/rest/data/query"",
    ""timestamp"": 1626773579735,
    ""success"": false
}]",""
"passed","Fri Jul 23 14:10:14 CST 2021","Fri Jul 23 14:10:15 CST 2021","558","testcase","test_openApi","TestOpenAPI","","","test_data_query_error[SJCX_029-{ ""data"":{""idcardno"":""110105200001029753"",""sex"":""男"",""birthday"":""2000-01-02""},
    ""nonce"": """",
    ""timestamp"": 1941761698000,
    ""sign"": ""9b02bb0b8abcfe909c973d144f3c1a7dae50646ea35be59dd88f8f23d35b2519"",
    ""legerId"":48,
    ""chainId"":49,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 60
}-{
    ""code"": 901,
    ""msg"": ""参数错误"",
    ""data"": {
        ""nonce"": [
            ""7位随机数不能为空"",
            ""length must be between 7 and 7""
        ]
    },
    ""path"": ""/rest/data/query"",
    ""timestamp"": 1626772636830,
    ""success"": false
}]",""
"passed","Fri Jul 23 14:10:36 CST 2021","Fri Jul 23 14:10:37 CST 2021","670","testcase","test_openApi","TestOpenAPI","","","test_data_check_error[SJHY_019-{ ""data"":{""idcardno"":""110105200101029566"",""sex"":""男"",""birthday"":""2000-01-02""},
    ""nonce"": ""one3874"",
    ""timestamp"": 1941761698000,
    ""sign"": ""a74adfd2b825f44b3853d39f0e246ef86ee00aeee3188cce15ac302cbcacd2d9"",
    ""legerId"": 2,
    ""chainId"":49,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 60
}-{
    ""code"": 401,
    ""msg"": ""无权限访问"",
    ""path"": ""/rest/data/check"",
    ""timestamp"": 1626769357969,
    ""success"": false
}]",""
"failed","Fri Jul 23 14:10:29 CST 2021","Fri Jul 23 14:10:29 CST 2021","-20","testcase","test_openApi","TestOpenAPI","","","test_data_check_right[SJHY_008-{ ""data"":{""idcardno"":""110105200001029753"",""sex"":""男""},
    ""nonce"": ""one3874"",
    ""timestamp"": 1941761698000,
    ""sign"": ""0ad6e37847bc8854c06ec7678844d1463b58f2a77cd5d5c102760138ea20b379"",
    ""legerId"": 48,
    ""chainId"":49,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 60
}-{
    ""code"": 200,
    ""msg"": ""成功"",
    ""data"": {
        ""data"": false
    },
    ""timestamp"": 1626767158813,
    ""success"": true
}]",""
"passed","Fri Jul 23 14:10:33 CST 2021","Fri Jul 23 14:10:34 CST 2021","711","testcase","test_openApi","TestOpenAPI","","","test_data_check_error[SJHY_014-{ ""data"":{""sex"":""男"",""birthday"":""2000-01-02""},
    ""nonce"": ""one3874"",
    ""timestamp"": 1941761698000,
    ""sign"": ""47d6c30e183c0311bcb6fd4938f1c51001830e3cafc4ab146e9bb4c1435e6382"",
    ""legerId"": 48,
    ""chainId"":49,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 60
}-{
    ""code"": 0,
    ""msg"": ""缺少参数data.idcardno"",
    ""path"": ""/rest/data/check"",
    ""timestamp"": 1626768798432,
    ""success"": false
}]",""
"passed","Fri Jul 23 14:10:06 CST 2021","Fri Jul 23 14:10:07 CST 2021","510","testcase","test_openApi","TestOpenAPI","","","test_data_query_error[SJCX_015-{ ""data"":{""idcardno"":""110105200101029566"",""sex"":""男"",""birthday"":""2000-01-02""},
    ""nonce"": ""one387"",
    ""timestamp"": 1941761698000,
    ""sign"": ""d2506fdc33dc2a73f8b35d6c0b9ebdf769144bcb697fc71c82db7b920cbc4f1e"",
    ""legerId"": 48,
    ""chainId"":49,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 60
}-{
    ""code"": 901,
    ""msg"": ""参数错误"",
    ""data"": {
        ""nonce"": [
            ""length must be between 7 and 7""
        ]
    },
    ""path"": ""/rest/data/query"",
    ""timestamp"": 1626768679975,
    ""success"": false
}]",""
"passed","Fri Jul 23 14:10:04 CST 2021","Fri Jul 23 14:10:05 CST 2021","564","testcase","test_openApi","TestOpenAPI","","","test_data_query_error[SJCX_011-{ ""data"":{""sex"":""男"",""birthday"":""2000-01-02""},
    ""nonce"": ""one3874"",
    ""timestamp"": 1941761698000,
    ""sign"": ""47d6c30e183c0311bcb6fd4938f1c51001830e3cafc4ab146e9bb4c1435e6382"",
    ""legerId"": 48,
    ""chainId"":49,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 60
}-{
    ""code"": 0,
    ""msg"": ""缺少参数data.idcardno"",
    ""path"": ""/rest/data/query"",
    ""timestamp"": 1626766870768,
    ""success"": false
}]",""
"passed","Fri Jul 23 14:09:45 CST 2021","Fri Jul 23 14:09:46 CST 2021","406","testcase","test_openApi","TestOpenAPI","","","test_data_save_error[SJSL_017-{ ""data"":{""idcardno"":""110105200101029566"",""sex"":""男"",""birthday"":""2000-01-02""},
    ""nonce"": ""one3874"",
    ""timestamp"": 1941761698000,
    ""sign"": ""8fa7b8c4f9dbf2e59dad8507f931fb68c925fd7801b26b7ed2551c467276dc4e"",
    ""legerId"": 48,
    ""chainId"":49,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 60
}-{
    ""code"": 401,
    ""msg"": ""无权限访问"",
    ""path"": ""/rest/data/save"",
    ""timestamp"": 1626769137730,
    ""success"": false
}]",""
"passed","Fri Jul 23 14:10:16 CST 2021","Fri Jul 23 14:10:16 CST 2021","564","testcase","test_openApi","TestOpenAPI","","","test_data_query_error[SJCX_031-{ ""data"":{""idcardno"":""110105200001029753"",""sex"":""男"",""birthday"":""2000-01-02""},
    ""nonce"": ""one3874"",
    ""timestamp"": null,
    ""sign"": ""0cf64e7c6901a3a95886e7ca4a1886d639fe6d75f9634faac15e00da902a3a98"",
    ""legerId"":48,
    ""chainId"":49,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 60
}-{
    ""code"": 901,
    ""msg"": ""参数错误"",
    ""data"": {
        ""timestamp"": [
            ""发送时间戳不能为空""
        ]
    },
    ""path"": ""/rest/data/query"",
    ""timestamp"": 1626772838048,
    ""success"": false
}]",""
"passed","Fri Jul 23 14:09:43 CST 2021","Fri Jul 23 14:09:43 CST 2021","462","testcase","test_openApi","TestOpenAPI","","","test_data_save_error[SJSL_011-{ ""data"":{""idcardno"":""110105200001029753"",""sex"":""男""},
    ""nonce"": ""one3874"",
    ""timestamp"": 1941761698000,
    ""sign"": ""0ad6e37847bc8854c06ec7678844d1463b58f2a77cd5d5c102760138ea20b379"",
    ""legerId"": 48,
    ""chainId"":49,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 60
}-{
    ""code"": 0,
    ""msg"": ""缺少参数：body.birthday"",
    ""path"": ""/rest/data/save"",
    ""timestamp"": 1626766936160,
    ""success"": false
}]",""
"passed","Fri Jul 23 14:10:14 CST 2021","Fri Jul 23 14:10:14 CST 2021","554","testcase","test_openApi","TestOpenAPI","","","test_data_query_error[SJCX_028-{
    ""nonce"": ""one3874"",
    ""timestamp"": 1941761698000,
    ""sign"": ""d4f5ba89fe04d291d36126054fbf92dd28bfd37254580f4aa9daa69a902624f6"",
    ""legerId"":48,
    ""chainId"":49,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 60
}-{
    ""code"": 901,
    ""msg"": ""参数错误"",
    ""data"": {
        ""data"": [
            ""data不能为空""
        ]
    },
    ""path"": ""/rest/data/query"",
    ""timestamp"": 1626772473780,
    ""success"": false
}]",""
"passed","Fri Jul 23 14:10:11 CST 2021","Fri Jul 23 14:10:11 CST 2021","557","testcase","test_openApi","TestOpenAPI","","","test_data_query_error[SJCX_023-{ ""data"":{""idcardno"":""110105200001029753"",""sex"":""男"",""birthday"":""2000-01-02""},
    ""nonce"": ""one3874"",
    ""timestamp"": 1941761698000,
    ""sign"": ""7963cd541e3d702eea4f22a5b75772443df1f56c9b92cb76f52174b099fb69f4"",
    ""legerId"":48,
    ""chainId"":49,
    ""appId"": ""N92bMb"",
    ""clusterId"": 60
}-{
    ""code"": 401,
    ""msg"": ""无权限访问"",
    ""path"": ""/rest/data/query"",
    ""timestamp"": 1626770748047,
    ""success"": false
}]",""
"passed","Fri Jul 23 14:10:09 CST 2021","Fri Jul 23 14:10:09 CST 2021","553","testcase","test_openApi","TestOpenAPI","","","test_data_query_error[SJCX_019-{ ""data"":{""idcardno"":""110105200101029566"",""sex"":""男"",""birthday"":""2000-01-02""},
    ""nonce"": ""one3874"",
    ""timestamp"": 1941761698000,
    ""sign"": ""a74adfd2b825f44b3853d39f0e246ef86ee00aeee3188cce15ac302cbcacd2d9"",
    ""legerId"": 2,
    ""chainId"":49,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 60
}-{
    ""code"": 401,
    ""msg"": ""无权限访问"",
    ""path"": ""/rest/data/query"",
    ""timestamp"": 1626769327293,
    ""success"": false
}]",""
"passed","Fri Jul 23 14:10:35 CST 2021","Fri Jul 23 14:10:36 CST 2021","648","testcase","test_openApi","TestOpenAPI","","","test_data_check_error[SJHY_017-{ ""data"":{""idcardno"":""110105200101029566"",""sex"":""男"",""birthday"":""2000-01-02""},
    ""nonce"": ""one3874"",
    ""timestamp"": 1626229198000,
    ""sign"": ""086a8d3571376c9f574c75c20cd77e62f12a13401bb93c8a7aa203425d5461fa"",
    ""legerId"": 48,
    ""chainId"":49,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 60
}-{
    ""code"": 401,
    ""msg"": ""无权限访问"",
    ""path"": ""/rest/data/check"",
    ""timestamp"": 1626769045283,
    ""success"": false
}]",""
"passed","Fri Jul 23 14:10:25 CST 2021","Fri Jul 23 14:10:26 CST 2021","731","testcase","test_openApi","TestOpenAPI","","","test_data_check_right[SJHY_004-{ ""data"":{""idcardno"":""110105200101023949"",""sex"":""女"",""birthday"":""2000-01-02""},
    ""nonce"": ""two3874"",
    ""timestamp"": 1941761698000,
    ""sign"": ""b6ebc47de4d36111a4da21cb700efcee2a84018e44bdf83b114297414ec55e55"",
    ""legerId"": 48,
    ""chainId"":50,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 61
}-{
    ""code"": 200,
    ""msg"": ""成功"",
    ""data"": {
        ""data"": true
    },
    ""timestamp"": 1626765014590,
    ""success"": true
}]",""
"passed","Fri Jul 23 14:10:51 CST 2021","Fri Jul 23 14:10:51 CST 2021","692","testcase","test_openApi","TestOpenAPI","","","test_data_check_error[SJHY_039-{ ""data"":{""idcardno"":""110105200001029753"",""sex"":""男"",""birthday"":""2000-01-02""},
    ""nonce"": ""one3874"",
    ""timestamp"": 1941761698000,
    ""sign"": ""d7a971fd72ad6d5d5950158c362ae97398528808df7e827ea50ea797fbd23e55"",
    ""legerId"":48,
    ""chainId"":49,
    ""appId"": """",
    ""clusterId"": 60
}-{
    ""code"": 901,
    ""msg"": ""参数错误"",
    ""data"": {
        ""appId"": [
            ""应用ID不能为空""
        ]
    },
    ""path"": ""/rest/data/check"",
    ""timestamp"": 1626773689681,
    ""success"": false
}]",""
